Artist_Name,Channel_Name,Song_Name,Video_Description,YouTube_Link,
CNBlue,CNBLUE,Cinderella,Official Music Video,https://www.youtube.com/watch?v=YLay6l7CakM,
CNBlue,CNBLUE,Hey You,Official Music Video,https://www.youtube.com/watch?v=hZYuZ5DIvn4,
CNBlue,CNBLUE,I'm a Loner,Official Music Video,https://www.youtube.com/watch?v=7arOrCfvumQ,
CNBlue,CNBLUE,I'm Sorry,Official Music Video,https://www.youtube.com/watch?v=4p3cKsDCA0Y,
CNBlue,CNBLUE,Intuition,Official Music Video,https://www.youtube.com/watch?v=_500iqJggs0,
CNBlue,CNBLUE,Love,Official Music Video,https://www.youtube.com/watch?v=sl1U81q_vkY,
CNBlue,CNBLUE,Love Girl,Official Music Video,https://www.youtube.com/watch?v=YmyCA91xJ5Y,
CNBlue,CNBLUE,Starting Over,Official Music Video,https://www.youtube.com/watch?v=k079kBwoKN8,
CNBlue,1theK,You're So Fine,Official Music Video,https://www.youtube.com/watch?v=wAZJ_9D6lM4,
Cosmic Girls,starshipTV,Catch Me,Official Music Video,https://www.youtube.com/watch?v=VtLwAAhhXBo,
Cosmic Girls,starshipTV,Happy,Official Music Video,https://www.youtube.com/watch?v=sZVB_zCBlCU,
Cosmic Girls,1theK,I Wish,Official Music Video,https://www.youtube.com/watch?v=J7gOqqbBW6w,
Cosmic Girls,1theK,Momomo,Official Music Video,https://www.youtube.com/watch?v=RRJqH0Plqg8,
Cosmic Girls,starshipTV,Secret,Official Music Video,https://www.youtube.com/watch?v=_uJxJ7tSi1w,
Cross Gene,Cross Gene,Amazing Bad Lady,Official Music Video,https://www.youtube.com/watch?v=abcv7Ua1JrU,
Cross Gene,Cross Gene,Black or White,Official Music Video,https://www.youtube.com/watch?v=cVGIDmKOgOQ,
Cross Gene,Cross Gene,La-Di-Da-Di,Official Music Video,https://www.youtube.com/watch?v=QTCXEQ3zmUY,
Cross Gene,Cross Gene,Noona You,Official Music Video,https://www.youtube.com/watch?v=b6l-CkRJOJs,
Cross Gene,Cross Gene,Play with Me,Official Music Video,https://www.youtube.com/watch?v=XP7dMPSqtO0,
Dalshabet,1theK,Be Ambitious,Official MV,https://www.youtube.com/watch?v=7jtMbtq8wT0,
Dalshabet,1theK,Big Baby Baby,Official MV,https://www.youtube.com/watch?v=vGKeA3xUzxU,
Dalshabet,1theK,Bling Bling,Official MV,https://www.youtube.com/watch?v=ffNImPit_WY,
Dalshabet,1theK,Fri. Sat. Sun,Official MV,https://www.youtube.com/watch?v=GTK6ja_NJro,
Dalshabet,Dalshabet,Fri. Sat. Sun,Dance Practice,https://www.youtube.com/watch?v=ltA1XFWGszE,
Dalshabet,Stone Music Entertainment,"Hate, Don't Hate!",Official MV,https://www.youtube.com/watch?v=C6yPTVCBOmA,
Dalshabet,1theK,Joker,Official MV,https://www.youtube.com/watch?v=a5seeyaBMsc,
Dalshabet,Happyface entertainment,Mr. BangBang,Official MV,https://www.youtube.com/watch?v=vug5kMq4nTc,
Dalshabet,Stone Music Entertainment,Mr. BangBang,Official MV,https://www.youtube.com/watch?v=0tVe-60aQ5Q,
Dalshabet,1theK,Someone Like U,Official MV,https://www.youtube.com/watch?v=6H1QOFBNRWs,
Dalshabet,Dalshabet,Someone Like U,Dance Practice,https://www.youtube.com/watch?v=9mLJ6zEhGNo,
Dalshabet,Happyface entertainment,Supa Dupa Diva,Official MV,https://www.youtube.com/watch?v=Tuqm2YwoX10,
Dara,2NE1,Kiss,Official MV,https://www.youtube.com/watch?v=ZAqiMCp9zrI,
Day6,jypentertainment,All Alone,Official MV,https://www.youtube.com/watch?v=Fd-elEnkInw,
Day6,jypentertainment,Congratulations,Official MV,https://www.youtube.com/watch?v=x3sFsHrUyLQ,
Day6,jypentertainment,Dance Dance,Official MV,https://www.youtube.com/watch?v=NAW0idSQ6Zs,
Day6,jypentertainment,Hi Hello,Official MV,https://www.youtube.com/watch?v=D7c7rBv-FUU,
Day6,jypentertainment,How Can I Say,Official MV,https://www.youtube.com/watch?v=dwywhL1PenQ,
Day6,jypentertainment,I Like You,Official MV,https://www.youtube.com/watch?v=daoMYJv8i0c,
Day6,jypentertainment,I Loved You,Official Music Video,https://www.youtube.com/watch?v=EwLMA5XYnKI,
Day6,jypentertainment,I Smile,Official MV,https://www.youtube.com/watch?v=g4V36AfI4Ng,
Day6,jypentertainment,I Wait,Official MV,https://www.youtube.com/watch?v=O3nFopIjmjI,
Day6,jypentertainment,I'm Serious,Official MV,https://www.youtube.com/watch?v=ZmHQbzbM8pI,
Day6,jypentertainment,Letting Go,Official MV,https://www.youtube.com/watch?v=1-1TGNmQqZA,
Day6,jypentertainment,What Can I Do,Official MV,https://www.youtube.com/watch?v=4RJWqIEo_Tc,
Day6,jypentertainment,When You Love Someone,Official MV,https://www.youtube.com/watch?v=qWQ1xOfUNYQ,
Day6,jypentertainment,You Were Beautiful,Official MV,https://www.youtube.com/watch?v=BS7tz2rAOSA,
Dreamcatcher,Happyface entertainment,Fly High,Official Music Video,https://www.youtube.com/watch?v=39yeTdIuKJU,
Dreamcatcher,Happyface entertainment,Full Moon,Dance Practice,https://www.youtube.com/watch?v=Cco1exoXb94,
Exo,SMTOWN,Electric Kiss,Dance Practice,https://www.youtube.com/watch?v=XcdLVKYsHHU,
Exo,SMTOWN,Electric Kiss,Official Music Video (Short Version),https://www.youtube.com/watch?v=BC19fhyTG_M,
Exo,Mnet K-POP,Ko Ko Bop,Comeback Stage,https://www.youtube.com/watch?v=bc0XW89yKrk,
Exo,SMTOWN,Ko Ko Bop,Official Music Video,https://www.youtube.com/watch?v=IdssuxDdqKk,
Exo,SMTOWN,Lotto,Official Music Video,https://www.youtube.com/watch?v=tbe3pe2BtwA,
Exo,SMTOWN,Love Me Right,Official Music Video,https://www.youtube.com/watch?v=RuqaVryDRd0,
Exo,SMTOWN,Lucky One,Official Music Video,https://www.youtube.com/watch?v=73QzQYN8FtE,
Exo,SMTOWN,Monster,Dance Practice,https://www.youtube.com/watch?v=e8q3OET5dwk,
Exo,SMTOWN,Monster,Official Music Video,https://www.youtube.com/watch?v=KSH-FVVtTf0,
Exo,SMTOWN,Monster,Performance Video,https://www.youtube.com/watch?v=GsFBebSzvNU,
Exo,Mnet K-POP,Power,Comeback Stage,https://www.youtube.com/watch?v=Cc4hO9RLdl4,
Exo,Mnet K-POP,Power,Comeback Stage,https://www.youtube.com/watch?v=QxYzQzqrKOQ,
Exo,SMTOWN,Power,Official Music Video,https://www.youtube.com/watch?v=sGRv8ZBLuW0,
Exo,Mnet K-POP,The Eve,Comeback Stage,https://www.youtube.com/watch?v=fz6SHUbvgwo,
Exo,SMTOWN,The Eve,Dance Practice,https://www.youtube.com/watch?v=b6ycw7p9-bE,
Exo,SMTOWN,Universe,Official Music Video,https://www.youtube.com/watch?v=leu-cTvMWTA,
Exo-CBX,SMTOWN,Blooming Day,Dance Practice,https://www.youtube.com/watch?v=UdjEoGzXxmI,
Exo-CBX,SMTOWN,Blooming Day,Official Music Video,https://www.youtube.com/watch?v=Ib674A1yMtg,
Exo-CBX,SMTOWN,Hey Mama,Official Music Video,https://www.youtube.com/watch?v=AOzVyVv1HtQ,
Exo-CBX,SMTOWN,Horololo,Official Music Video,https://www.youtube.com/watch?v=5sIaUu2igUY,
Exo-CBX,SMTOWN,Ka-Ching,Official Music Video (Short Version),https://www.youtube.com/watch?v=XNwYapPXNkw,
Exo-K,SMTOWN,Call Me Baby,Official Music Video,https://www.youtube.com/watch?v=yWfsla_Uh80,
Exo-K,SMTOWN,Growl,Dance Practice,https://www.youtube.com/watch?v=tiV4yyZF4mc,
Exo-K,SMTOWN,Growl,Official Music Video,https://www.youtube.com/watch?v=I3dezFzsNss,
Exo-K,SMTOWN,History,Official Music Video,https://www.youtube.com/watch?v=vdejiaoEhFc,
Exo-K,SMTOWN,Mama,Official Music Video,https://www.youtube.com/watch?v=KH6ZwnqZ7Wo,
Exo-K,SMTOWN,Overdose,Official Music Video,https://www.youtube.com/watch?v=TI0DGvqKZTI,
Exo-K,SMTOWN,What is Love,Official Music Video,https://www.youtube.com/watch?v=t6fPzVNIEB0,
Exo-K,SMTOWN,Wolf,Official Music Video,https://www.youtube.com/watch?v=gAal8xHfV0c,
Exo-M,SMTOWN,Call Me Baby,Official Music Video,https://www.youtube.com/watch?v=n-qm0xh0VK4,
Exo-M,SMTOWN,Growl,Official Music Video,https://www.youtube.com/watch?v=6AAKi1OLZzQ,
Exo-M,SMTOWN,History,Official Music Video,https://www.youtube.com/watch?v=i1xFTx8alMU,
Exo-M,SMTOWN,Mama,Official Music Video,https://www.youtube.com/watch?v=eQ9sTtXSDwo,
Exo-M,SMTOWN,Overdose,Official Music Video,https://www.youtube.com/watch?v=MjXHE2foamc,
Exo-M,SMTOWN,What is Love,Official Music Video,https://www.youtube.com/watch?v=7PMRe4k3OSw,
Exo-M,SMTOWN,Wolf,Official Music Video,https://www.youtube.com/watch?v=9dVvdVpPIok,
f(x),SMTOWN,4 Walls,Official MV,https://www.youtube.com/watch?v=4j7Umwfx60Q,
f(x),SMTOWN,Chu,Official MV,https://www.youtube.com/watch?v=Cnz2n5VcV4Q,
f(x),SMTOWN,Danger,Official MV,https://www.youtube.com/watch?v=kKS12iGFyEA,
f(x),SMTOWN,Electric Shock,Official MV,https://www.youtube.com/watch?v=n8I8QGFA1oM,
f(x),SMTOWN,Hot Summer,Official Music Video,https://www.youtube.com/watch?v=z-rftpZ7kCY,
f(x),SMTOWN,La Cha Ta,Official MV,https://www.youtube.com/watch?v=H7MHZpSNJQc,
f(x),SMTOWN,Nu Abo,Official MV,https://www.youtube.com/watch?v=E8ZrPFMr_nY,
f(x),SMTOWN,Red Light,Official MV,https://www.youtube.com/watch?v=iv-8-EgPEY0,
f(x),SMTOWN,Rum Pum Pum Pum,Official MV,https://www.youtube.com/watch?v=xnku4o3tRB4,
G-Dragon,YG ENTERTAINMENT,A Boy,Official MV,https://www.youtube.com/watch?v=PMwWxmrQSGE,
G-Dragon,YG ENTERTAINMENT,Breathe,Official MV,https://www.youtube.com/watch?v=8pin-6JrdHY,
G-Dragon,YG ENTERTAINMENT,Butterfly,Official MV,https://www.youtube.com/watch?v=_k0GsfWrNh0,
G-Dragon,BIGBANG,Coup D'etat,Official MV,https://www.youtube.com/watch?v=C8T6771Sdj8,
G-Dragon,BIGBANG,Crayon,Official MV,https://www.youtube.com/watch?v=t3ULhmadHkg,
G-Dragon,BIGBANG,Crooked,Official Music Video,https://www.youtube.com/watch?v=RKhsHGfrFmY,
G-Dragon,BIGBANG,Go,Official MV,https://www.youtube.com/watch?v=mrwnL62HObI,
G-Dragon,YG ENTERTAINMENT,Heartbreaker,Official MV,https://www.youtube.com/watch?v=LOXEVd-Z7NE,
G-Dragon,BIGBANG,One of a Kind,Official MV,https://www.youtube.com/watch?v=rJnICByeL8Q,
G-Dragon,BIGBANG,That XX,Official MV,https://www.youtube.com/watch?v=j57IzkTFnT8,
G-Dragon,BIGBANG,Untitled 2014,Official MV,https://www.youtube.com/watch?v=9kaCAbIXuyg,
G-Dragon,BIGBANG,Who You?,Official MV,https://www.youtube.com/watch?v=doFK7Eanm3I,
GD x Taeyang,BIGBANG,Good Boy,Official Music Video,https://www.youtube.com/watch?v=1ZRb1we80kM,
Girl's Day,1theK,Darling,Official Music Video,https://www.youtube.com/watch?v=QB4dQcxgJPY,
Girl's Day,1theK,Something,Dance Version,https://www.youtube.com/watch?v=zVO5xTAbxm8,
Girls Generation,SMTOWN,All Night,Clean Ver,https://www.youtube.com/watch?v=f4w8IbQTJpY,
Girls Generation,SMTOWN,Baby Baby,Official MV,https://www.youtube.com/watch?v=J0OGl8WzpXM,
Girls Generation,SMTOWN,Catch Me If You Can,Official MV,https://www.youtube.com/watch?v=b09U0KLv6I4,
Girls Generation,SMTOWN,Chocolate Love,Official MV,https://www.youtube.com/watch?v=A2NkGHkqDZk,
Girls Generation,SMTOWN,Dancing Queen,Official MV,https://www.youtube.com/watch?v=EXZxc8GSXnI,
Girls Generation,SMTOWN,Gee,Official MV,https://www.youtube.com/watch?v=U7mPqycQ0tQ,
Girls Generation,SMTOWN,Genie,Official MV,https://www.youtube.com/watch?v=6SwiSpudKWI,
Girls Generation,SMTOWN,Girls' Generation,Official MV,https://www.youtube.com/watch?v=IbLh4i40I4E,
Girls Generation,SMTOWN,Holiday,Official MV,https://www.youtube.com/watch?v=YwN-CN9EjTg,
Girls Generation,SMTOWN,Hoot,Dance Ver,https://www.youtube.com/watch?v=PfPWxK1BQFI,
Girls Generation,SMTOWN,Hoot,Official MV,https://www.youtube.com/watch?v=F4-SxcCO5d0,
Girls Generation,SMTOWN,I Got A Boy,Official MV,https://www.youtube.com/watch?v=wq7ftOZBy0E,
Girls Generation,SMTOWN,Into The New World,Official MV,https://www.youtube.com/watch?v=0k2Zzkw_-0I,
Girls Generation,SMTOWN,Kissing You,Official MV,https://www.youtube.com/watch?v=r3yxxe66LXs,
Girls Generation,SMTOWN,Lion Heart,Official MV,https://www.youtube.com/watch?v=nVCubhQ454c,
Girls Generation,SMTOWN,Mr. Taxi,Official MV,https://www.youtube.com/watch?v=-QDgMh_9Dy0,
Girls Generation,SMTOWN,Oh!,Dance Practice,https://www.youtube.com/watch?v=S7SYWFeaSqc,
Girls Generation,SMTOWN,Oh!,Official MV,https://www.youtube.com/watch?v=TGbwL8kSpEk,
Girls Generation,SMTOWN,Party,Official MV,https://www.youtube.com/watch?v=HQzu7NYlZNQ,
Girls Generation,SMTOWN,Run Devil Run,Official MV,https://www.youtube.com/watch?v=q_gfD3nvh-8,
Girls Generation,SMTOWN,The Boys,Official MV,https://www.youtube.com/watch?v=6pA_Tou-DPI,
Girls Generation,SMTOWN,You Think,Official MV,https://www.youtube.com/watch?v=hJYGddE0vHc,
Got7,jypentertainment,A,Official Music Video,https://www.youtube.com/watch?v=eISomx-VMow,
Got7,jypentertainment,Fly,Official Music Video,https://www.youtube.com/watch?v=Q4vFviZ4qw0,
Got7,jypentertainment,Hard Carry,Official Music Video,https://www.youtube.com/watch?v=O57jr1oZDIw,
Got7,jypentertainment,Just Right,Official Music Video,https://www.youtube.com/watch?v=vrdk3IGcau8,
Got7,jypentertainment,Look,Official Music Video,https://www.youtube.com/watch?v=sS0LCjOiIhc,
Got7,jypentertainment,Never Ever,Official Music Video,https://www.youtube.com/watch?v=IZ1t7CwfvEc,
Got7,jypentertainment,Teenager,Official Music Video (Performance Version),https://www.youtube.com/watch?v=MPhAEcLaiNs,
Got7,jypentertainment,You Are,Official Music Video,https://www.youtube.com/watch?v=ktc8XDBq93k,
Got7,KBSKpop,You Are,Live Performance,https://www.youtube.com/watch?v=WenZFACqsrg,
gugudan,gugudan,A Girl Like Me,Official Music Video,https://www.youtube.com/watch?v=yQxtwvLUByM,
gugudan,gugudan,Chococo,Official Music Video,https://www.youtube.com/watch?v=vLVSf_yI_r8,
gugudan,CJENMMUSIC Official,Wonderland,Official Music Video,https://www.youtube.com/watch?v=Ej-PBlE4ODQ,
Hello Venus,fantagio,I'm Ill,Official Music Video,https://www.youtube.com/watch?v=OtSS4xcdXpI,
Hello Venus,fantagio,Mysterious,Official Music Video,https://www.youtube.com/watch?v=Sshzpg9riAY,
Hello Venus,fantagio,Sticky Sticky,Official Music Video,https://www.youtube.com/watch?v=aP2PILSAwLs,
Hello Venus,fantagio,Wiggle Wiggle,Official Music Video,https://www.youtube.com/watch?v=SkRSXFQerZs,
Highlight,Official Highlight,Calling You,Official Music Video,https://www.youtube.com/watch?v=Y7sn_pYPkgw,
Highlight,1theK,Can Be Better,Official Music Video,https://www.youtube.com/watch?v=ZJy8tsVEo9I,
Highlight,1theK,Plz Don't Be Sad,Official Music Video,https://www.youtube.com/watch?v=1kcwvcbO8MI,
History,1theK,Dreamer,Official Music Video,https://www.youtube.com/watch?v=zM5GpSPGk-Y,
History,1theK,Dreamer,Performance Ver,https://www.youtube.com/watch?v=bfAo0oUwDqY,
History,1theK,Might Just Die,Dance Practice,https://www.youtube.com/watch?v=Q2FW4BtGeUU,
History,1theK,Might Just Die,Official Music Video,https://www.youtube.com/watch?v=bCyys9JqOGI,
History,1theK,Might Just Die,Performance Ver,https://www.youtube.com/watch?v=Sa7QfiKGvfk,
History,1theK,Psycho,Official Music Video,https://www.youtube.com/watch?v=yJDc5vYw_UE,
History,1theK,Psycho,Performance Ver,https://www.youtube.com/watch?v=-3NuSt7XBxk,
History,1theK,Queen,Dance Practice,https://www.youtube.com/watch?v=vRtdr3xLhzw,
History,1theK,Queen,Official Music Video,https://www.youtube.com/watch?v=m03Y0PdDUvA,
History,1theK,Queen,Performance Ver,https://www.youtube.com/watch?v=0z0MA1lwIKA,
History,1theK,Tell Me Love,Official Music Video,https://www.youtube.com/watch?v=zeUEOxTd8IE,
History,1theK,What Am I To You,Dance Practice,https://www.youtube.com/watch?v=Rjt_rEwc1es,
History,1theK,What Am I To You,Official Music Video,https://www.youtube.com/watch?v=sYY_rV78pLk,
History,1theK,What Am I To You,Performance Ver,https://www.youtube.com/watch?v=qxFQTL5-isM,
Hyolyn,Official Hyolyn,Dally,Official Music Video,https://www.youtube.com/watch?v=AoZFLCy-P-8,
Hyolyn,starshipTV,Lonely,Official MV,https://www.youtube.com/watch?v=rz8zZs09Rfk,
Hyolyn,1theK,One Step,Official MV,https://www.youtube.com/watch?v=Dqums9eXYVQ,
Hyolyn,starshipTV,One Step,Official MV,https://www.youtube.com/watch?v=mKi73yqy33Q,
Hyolyn,starshipTV,One Way Love,Official MV,https://www.youtube.com/watch?v=0CbE3SqbOdY,
Hyolyn,1theK,Paradise,Official MV,https://www.youtube.com/watch?v=Z6dKyy1bOic,
Hyolyn,starshipTV,Paradise,Official MV,https://www.youtube.com/watch?v=nyphItsO-vU,
Hyolyn,Official Hyolyn,To Do List,Official MV,https://www.youtube.com/watch?v=F4oenLX1WcA,
Hyolyn x Changmo,starshipTV,Blue Moon,Official MV,https://www.youtube.com/watch?v=aBSN0g7CdlU,
Hyolyn x JooYoung,starshipTV,Erase,Official MV,https://www.youtube.com/watch?v=rwNftbOCJKc,
Hyolyn x Kisum,1theK,Fruity,Official MV,https://www.youtube.com/watch?v=pX4fk0VJ9qY,
Hyolyn x Kisum,starshipTV,Fruity,Official MV,https://www.youtube.com/watch?v=X7be8Ib653I,
iKON,iKon,#WYD,Official Music Video,https://www.youtube.com/watch?v=hth1VQNPtj0,
iKON,iKon,Airplane,Official Music Video,https://www.youtube.com/watch?v=ORzHsIWx8UQ,
iKON,iKON,Apology,Dance Practice,https://www.youtube.com/watch?v=UUT1eCtNxgU,
iKON,iKon,Apology,Official Music Video,https://www.youtube.com/watch?v=blSCDrx0CDA,
iKON,iKON,Apology,Official Music Video (Performance Version),https://www.youtube.com/watch?v=pZvTd430IgI,
iKON,iKON,B-Day,Dance Practice,https://www.youtube.com/watch?v=S-uQ_kJhpdM,
iKON,iKon,B-Day,Official Music Video,https://www.youtube.com/watch?v=DvDPinu7pVY,
iKON,iKON,Beautiful,Dance Practice,https://www.youtube.com/watch?v=vUiaG1EpN7A,
iKON,iKon,Bling Bling,Official Music Video,https://www.youtube.com/watch?v=GUFw8wTzF_I,
iKON,iKon,Dumb and Dumber,Official Music Video,https://www.youtube.com/watch?v=QjZkpm7_kRk,
iKON,iKON,Love Scenario,Dance Practice,https://www.youtube.com/watch?v=heIvcW7nw5U,
iKON,iKon,Love Scenario,Official Music Video,https://www.youtube.com/watch?v=vecSVX1QYbQ,
iKON,iKon,My Type,Official Music Video,https://www.youtube.com/watch?v=ZS6vfv4sszg,
iKON,iKON,Rhythm Ta,Dance Practice,https://www.youtube.com/watch?v=y4mgw8AcwL8,
iKON,iKON,Rhythm Ta,Official Music Video,https://www.youtube.com/watch?v=tYI5CriE6XU,
iKON,iKON,Rubber Band,Dance Practice,https://www.youtube.com/watch?v=sFLTqo2emQ8,
iKON,iKon,What's Wrong,Official Music Video,https://www.youtube.com/watch?v=KS2UujCafvQ,
Infinite,woolliment,Back,Official Music Video,https://www.youtube.com/watch?v=YiiqHq_kNnU,
Infinite,woolliment,Bad,Official Music Video,https://www.youtube.com/watch?v=i1oTSAhdzNQ,
Infinite,woolliment,Be Mine,Dance Version,https://www.youtube.com/watch?v=DeuejYoRbps,
Infinite,woolliment,BTD,Dance Version,https://www.youtube.com/watch?v=F8s8v9Mj8XM,
Infinite,woolliment,Come Back Again,Officia MV,https://www.youtube.com/watch?v=Hi54WjHr-DA,
Infinite,woolliment,Destiny,Official Music Video (ver B),https://www.youtube.com/watch?v=BDbpE6qHDSA,
Infinite,woolliment,Last Romeo,Official Music Video,https://www.youtube.com/watch?v=L7kaScuQ0KM,
Infinite,woolliment,Paradise,Official Music Video,https://www.youtube.com/watch?v=Sj0FvZGSzCo,
Infinite,woolliment,She's Back,Official Music Video,https://www.youtube.com/watch?v=weIiaA-h4pk,
Infinite,Wolliment,Tell Me,Official Music Video,https://www.youtube.com/watch?v=TM-gCW45YHc,
Infinite,woolliment,The Chaser,Dance Version,https://www.youtube.com/watch?v=RTXmhKapmCI,
Infinite,Wolliment,The Eye,Dance Practice,https://www.youtube.com/watch?v=0_CyXpP5dyY,
Infinite H,woolliment,Pretty,Official Music Video,https://www.youtube.com/watch?v=efK-S_R1tfk,
j-hope,ibighit,Airplane,Official Music Video,https://www.youtube.com/watch?v=8O_MwlZ2dEg,
j-hope,ibighit,Daydream,Official Music Video,https://www.youtube.com/watch?v=OK3GJ0WIQ8s,
JBJ,1theK,Fantasy,Official Music Video,https://www.youtube.com/watch?v=RGYIpwovVsc,
JBJ,1theK,My Flower,Official Music Video,https://www.youtube.com/watch?v=uexk7jWXYmU,
Jinusean,YG Entertainment,Tell Me One More Time,Official Music Video,https://www.youtube.com/watch?v=4_I1HXMcOoM,
JJ Project,GOT7,Bounce,Official Music Video,https://www.youtube.com/watch?v=1yvic9sAg64,
JJ Project,jypentertainment,"Tomorrow, Today",Official Music Video,https://www.youtube.com/watch?v=ktdqlQ1zhg4,
Jonghyun,SMTOWN,Shinin',Official Music Video,https://www.youtube.com/watch?v=J41qe-TM1DY,
Jun Hyoseong,TSENT2008,Good-night Kiss,Dance Practice,https://www.youtube.com/watch?v=AYAy1YyWfTs,
Jung Ilhoon,BTOB 비투비 (Official YouTube Channel),Forevr Young,Official MV,https://www.youtube.com/watch?v=7H4Nz0Rqdtk,
Jung Ilhoon,BTOB 비투비 (Official YouTube Channel),She's Gone,Official MV,https://www.youtube.com/watch?v=z3KIMpvR4co,
KARA,DSP Kara,Cupid,Official Music Video,https://www.youtube.com/watch?v=74RzHIpZuDY,
KARA,DSPmedia,Honey,Official Music Video,https://www.youtube.com/watch?v=R_AQ7AkVzpM,
KARA,DSP Kara,Jumping,Official Music Video,https://www.youtube.com/watch?v=R-NPP2OrUeU,
KARA,DSPmedia,Lupin,Official Music Video,https://www.youtube.com/watch?v=j7TYiyEhxdI,
KARA,DSP Kara,Mama Mia,Official Music Video,https://www.youtube.com/watch?v=6tK0XUQQ3wA,
KARA,DSP Kara,Step,Official Music Video,https://www.youtube.com/watch?v=zYoYoBtLqOY,
KARD,1theK,Don't Recall,Official Music Video,https://www.youtube.com/watch?v=bBPNwEGjZVg,
KARD,KARD,Don't Recall,Official Music Video,https://www.youtube.com/watch?v=41Dp7Q-SM1Y,
KARD,KARD,Don't Recall,Official Music Video (Performance Version),https://www.youtube.com/watch?v=CvVBQ6n9o_0,
KARD,KARD,Hola Hola,Official Music Video,https://www.youtube.com/watch?v=USx4WyrkfU4,
KARD,KARD,Hola Hola,Official Music Video (Performance Version),https://www.youtube.com/watch?v=M-yisTfIVT4,
KARD,KARD,Oh NaNa,Dance Practice,https://www.youtube.com/watch?v=mQHtfuydbWg,
KARD,KARD,Rumor,Official Music Video,https://www.youtube.com/watch?v=8LPjJ1p4dYs,
KARD,1theK,Trust Me,Official Music Video,https://www.youtube.com/watch?v=ADfFxRvup0c,
KARD,KARD,Trust Me,Official Music Video,https://www.youtube.com/watch?v=dhF3Y7esoWM,
KARD,1theK,You In Me,Official Music Video,https://www.youtube.com/watch?v=tz23WFb8HM0,
KARD,KARD,You In Me,Official Music Video,https://www.youtube.com/watch?v=t1aGbpn-NUI,
KARD,KARD,You In Me,Official Music Video (Performance Version),https://www.youtube.com/watch?v=vvKkaCkWjvY,
KNK,KNK,Back Again,Official Music Video,https://www.youtube.com/watch?v=tp34Lfv3OLc,
KNK,KNK,Knock,Official Music Video,https://www.youtube.com/watch?v=HYVDIZcb6Og,
KNK,CJENMMUSIC Official,Rain,Official Music Video,https://www.youtube.com/watch?v=fBhy9cyQC2U,
KNK,CJENMMUSIC Official,Sun Moon Star,Official Music Video,https://www.youtube.com/watch?v=VtqT-rRQj2A,
KNK,CJENMMUSIC Official,U,Performance Video,https://www.youtube.com/watch?v=d2LmYat0T2w,
Lim Hyunsik,BTOB 비투비 (Official YouTube Channel),Swimming,Official MV,https://www.youtube.com/watch?v=8H5u-jMDWG0,
Lovelyz,woolliment,Ah-Choo,Official Music Video,https://www.youtube.com/watch?v=v7qisJ_KuYI,
Lovelyz,woolliment,Candy Jelly Love,Official Music Video,https://www.youtube.com/watch?v=HRQEs4vOIrY,
Lovelyz,woolliment,Destiny,Official Music Video,https://www.youtube.com/watch?v=S_IBk0RCsOo,
Lovelyz,woolliment,Hi,Official Music Video,https://www.youtube.com/watch?v=zbnRfBGjeaw,
Lovelyz,woolliment,"Now, We",Official Music Video,https://www.youtube.com/watch?v=wMCoQaE0LvQ,
Lovelyz,woolliment,Twinkle,Official Music Video,https://www.youtube.com/watch?v=vDxD4HwEFdY,
Lovelyz,woolliment,Wow,Official Music Video,https://www.youtube.com/watch?v=a1ENnG-s630,
MINX,Official Minx,Why Did You Come To My Home?,Dance Practice,https://www.youtube.com/watch?v=C6AzYpc3UJk,
Miss A,missA,"Bad Girl, Good Girl",Official Music Video,https://www.youtube.com/watch?v=8TeeJvcBdLA,
Momoland,Dublekick Company,BBoom BBoom,Official Music Video,https://www.youtube.com/watch?v=PmmrRK_8Mqo,
Monsta X,starshipTV,All In,Dance Practice,https://www.youtube.com/watch?v=_IRRIZw5yIM,
Monsta X,starshipTV,All In,Official Music Video,https://www.youtube.com/watch?v=wNxPGbk-gwA,
Monsta X,starshipTV,Amen,Dance Practice,https://www.youtube.com/watch?v=z3uz-ahJ7bo,
Monsta X,starshipTV,Beautiful,Dance Practice,https://www.youtube.com/watch?v=iuthdMJBCpo,
Monsta X,starshipTV,Beautiful,Official Music Video,https://www.youtube.com/watch?v=f5Zedh_5DDM,
Monsta X,MONSTA X,Dramarama,Dance Practice,https://www.youtube.com/watch?v=TbdPEsW233o,
Monsta X,starshipTV,Dramarama,Official Music Video,https://www.youtube.com/watch?v=r1afdZk0qcI,
Monsta X,starshipTV,Dramarama,Official Music Video (Performance Version),https://www.youtube.com/watch?v=9Y-oy0Viftg,
Monsta X,starshipTV,Fighter,Dance Practice,https://www.youtube.com/watch?v=zQrguZLv-lk,
Monsta X,starshipTV,Fighter,Official Music Video,https://www.youtube.com/watch?v=5jTtU9VNALs,
Monsta X,starshipTV,Hero,Dance Practice,https://www.youtube.com/watch?v=hb_yGZ9nJik,
Monsta X,starshipTV,Hero,Official Music Video (Rooftop Version),https://www.youtube.com/watch?v=FZ9lJ5ctd0s,
Monsta X,starshipTV,Newton,Official Music Video,https://www.youtube.com/watch?v=TFk0M_Jhr_A,
Monsta X,starshipTV,Shine Forever,Dance Practice,https://www.youtube.com/watch?v=Mh4qF6bIVnI,
Monsta X,starshipTV,Shine Forever,Official Music Video,https://www.youtube.com/watch?v=iewWMqeMpqU,
Monsta X,UNIVERSAL MUSIC JAPAN,Spotlight,Official Music Video,https://www.youtube.com/watch?v=_53QwBl9m88,
